Problem,Solution Length,Worse Rate,n,min_temperature,max_temperature,probability_of_shuffle,probability_of_heuristic,a,b,duration_of_execution_in_seconds,k,max_length_percent_of_cycle,swap_states_probability,closeness,cooling_rate
ft70,42322,-8.62199328954209,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv170,3843,-28.311215196461106,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv47,2293,-22.546881814217173,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv70,2488,-21.623794212218655,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
p43,5678,-1.0214864388869387,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ry48p,16007,-9.901917910913966,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv44,1930,-16.424870466321238,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv64,2510,-26.733067729083672,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv33,1507,-14.664897146648968,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
kro124p,45933,-21.124246184660265,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv38,1683,-9.090909090909093,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv55,2012,-20.07952286282307,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ft53,8722,-20.832377894978222,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv35,1787,-17.571348628987124,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
rbg323,1725,-23.130434782608702,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
rbg358,1809,-35.71033720287453,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
rbg443,3921,-30.629941341494515,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
rbg403,3506,-29.69195664575014,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ft70,42233,-8.429427225155678,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv170,3901,-29.377082799282235,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv47,2304,-22.916666666666657,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
ftv70,2406,-18.952618453865327,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
